ID Loja;Lojista;Cluster;Mundo;Responsável
37586;PIGMA MULTIVENDAS;Setup;Cauda Longa;Suporte
37637;TellStore;Setup;Cauda Longa;Suporte
37665;AT PRIME;Setup;Cauda Longa;Suporte
37678;VÍDEO IMPACTO;Setup;Cauda Longa;Suporte
37683;BEE CASES ACESSORIOS;Setup;Cauda Longa;Suporte
37694;MG ENXOVAIS;Setup;Cauda Longa;Suporte
37698;ECUBAS;Setup;Cauda Longa;Suporte
37702;OUTLETPLATINUM;Setup;Cauda Longa;Suporte
37711;Magazine Trade;Setup;Cauda Longa;Suporte
37726;MENU CAFÉ;Setup;Cauda Longa;Suporte
37729;Dri Lobo Importados;Setup;Cauda Longa;Suporte
37733;J.M.J. COMÉRCIO TURISMO E EVENTOS;Setup;Cauda Longa;Suporte
37737;Raimundi Store;Setup;Cauda Longa;Suporte
37789;Shoppingnet;Setup;Cauda Longa;Suporte
37791;SMART GR;Setup;Cauda Longa;Suporte
37794;SH SPORT;Setup;Cauda Longa;Suporte
37799;VENDASWEB;Setup;Cauda Longa;Suporte
37803;MR RELOJOARIA;Setup;Cauda Longa;Suporte
37833;RBR Import;Setup;Cauda Longa;Suporte
37842;BLACK MELON;Setup;Cauda Longa;Suporte
37845;ROGER GALVAO DA SILVA;Setup;Cauda Longa;Suporte
37846;Badulak's Brinquedos;Setup;Cauda Longa;Suporte
37848;AGUA PURA CARBONTEC;Setup;Cauda Longa;Suporte
37849;SAMAPI CIRÚRGICA;Setup;Cauda Longa;Suporte
37857;PALACIO COMERCIO ELETRÔNICO;Setup;Cauda Longa;Suporte
37864;Martini Store Brasil;Setup;Cauda Longa;Suporte
37865;Bretz Saudáveis;Setup;Cauda Longa;Suporte
37888;GMV;Setup;Cauda Longa;Suporte
37890;Universo Calçados;Setup;Cauda Longa;Suporte
37896;FREEDOM DELIVERY;Setup;Cauda Longa;Suporte
37897;NOVA MÓVEIS SINTÉTICOS;Setup;Cauda Longa;Suporte
37901;Kaellis Shop;Setup;Cauda Longa;Suporte
22129;Casa Forte Distribuidora;Setup;Cauda Longa;Suporte
32550;Loja Evangélica Manancial;Setup;Cauda Longa;Suporte
33917;COSTA ESMERALDA;Setup;Cauda Longa;Suporte
33958;MERCADO FRIO;Setup;Cauda Longa;Suporte
34908;Kits e Kits presentes;Setup;Cauda Longa;Suporte
35967;NOAH;Setup;Cauda Longa;Suporte
36254;Heimber;Setup;Cauda Longa;Suporte
36281;STC Distribuidor;Setup;Cauda Longa;Suporte
36568;JCSHOPS;Setup;Cauda Longa;Suporte
37105;VERY GOOD COSMETICOS;Setup;Cauda Longa;Suporte
37199;SECRET MAKEUP;Setup;Cauda Longa;Suporte
37328;RICO STUCKER;Setup;Cauda Longa;Suporte
37348;KOUP MAQUINAS E EQUIPAMENTOS;Setup;Cauda Longa;Suporte
37437;Luminus Hair;Setup;Cauda Longa;Suporte
37467;CIRIANA PRESENTES;Setup;Cauda Longa;Suporte
37492;BORA COLEGA SHOP;Setup;Cauda Longa;Suporte
37497;FINGS STORE;Setup;Cauda Longa;Suporte
37545;CONFECÇÕES KIGURUMI;Setup;Cauda Longa;Suporte
37596;GLOBAL MAGAZINE;Setup;Cauda Longa;Suporte
37617;Lojas Movex;Setup;Cauda Longa;Suporte
37620;BH Suplementos;Setup;Cauda Longa;Suporte
37626;ORIENTE ACESSÓRIOS;Setup;Cauda Longa;Suporte
37685;Fiore;Setup;Cauda Longa;Suporte
37689;FANLICE BOLSAS E ACESSORIOS;Setup;Cauda Longa;Suporte
37738;Mult Itens;Setup;Cauda Longa;Suporte
37741;KREEPER CALÇADOS;Setup;Cauda Longa;Suporte
37747;MAGNETRON;Setup;Cauda Longa;Suporte
37780;RIVIERA PLASTICOS;Setup;Cauda Longa;Suporte
37788;Singular Baby;Setup;Cauda Longa;Suporte
37808;AKOTII;Setup;Cauda Longa;Suporte
37835;ISFER BY ANGELO;Setup;Cauda Longa;Suporte
37851;Couros Allas;Setup;Cauda Longa;Suporte
37853;Daju;Setup;Cauda Longa;Suporte
37859;Espacio Móveis Bar;Setup;Cauda Longa;Suporte
37866;BUGINGANGAS MUBUGI;Setup;Cauda Longa;Suporte
37867;Click Moveis Artesanais;Setup;Cauda Longa;Suporte
37869;ADORO DECOR;Setup;Cauda Longa;Suporte
37883;SEMIK COLCHÕES;Setup;Cauda Longa;Suporte
37892;NICK PETS;Setup;Cauda Longa;Suporte
37900;E NICHOS;Setup;Cauda Longa;Suporte
37903;Loja Alabama;Setup;Cauda Longa;Suporte
37904;IMF PARTS;Setup;Cauda Longa;Suporte
37905;DICASA MOVELARIA;Setup;Cauda Longa;Suporte
37928;CF BAZAR;Setup;Cauda Longa;Suporte
37929;Baby Run Brinquedos;Setup;Cauda Longa;Suporte
37937;BRASFREEZER;Setup;Cauda Longa;Suporte
37954;STARX COLCHOES;Setup;Cauda Longa;Suporte
37959;ITCOMTECH BRASIL;Setup;Cauda Longa;Suporte
37962;LONGUE VIE;Setup;Cauda Longa;Suporte
37963;REAL SUPLEMENTOS LOJA;Setup;Cauda Longa;Suporte
38303;VIVÁ MÓVEIS;Setup;Cauda Longa;Suporte
38323;TOTALOUTLET;Setup;Cauda Longa;Suporte
38335;Amoeame;Setup;Cauda Longa;Suporte
38482;Lojaplacebar;Setup;Cauda Longa;Suporte
38527;Fjtech;Setup;Cauda Longa;Suporte
37471;MUSICAL RIFF;Setup;Cauda Longa;Suporte
37500;Montanari Store;Setup;Cauda Longa;Suporte
37538;NOVO PET;Setup;Cauda Longa;Suporte
37585;FARMACIA SÃO LOURENÇO;Setup;Cauda Longa;Suporte
37906;FLORE E DIAS;Setup;Cauda Longa;Suporte
37932;FRANCAERODRIGUES.COM;Setup;Cauda Longa;Suporte
37938;BLUE STAR LIVRARIA E PAPELARIA;Setup;Cauda Longa;Suporte
37940;ECASA DA ENFERMAGEM;Setup;Cauda Longa;Suporte
38255;tita carneiro;Setup;Cauda Longa;Suporte
38261;Detalhes Presentes e Decorações;Setup;Cauda Longa;Suporte
38267;Magazinesete.com;Setup;Cauda Longa;Suporte
38477;Edmixstore;Setup;Cauda Longa;Suporte
38499;GO TEC EQUIPAMENTOS;Setup;Cauda Longa;Suporte
38512;PARIS COSMETICOS LOJA;Setup;Cauda Longa;Suporte
38912;BORDADOS DO LAR;Setup;Cauda Longa;Suporte
38926;BEERHEAD SHOP;Setup;Cauda Longa;Suporte
38927;LAR E UTILIDADES;Setup;Cauda Longa;Suporte
38977;SAAC SOFTWARE;Setup;Cauda Longa;Suporte
31452;Kpaloa;Setup;Cauda Longa;Suporte
35742;Hallona Solucoes em Informatica;Setup;Cauda Longa;Suporte
36809;Drogafuji;Setup;Cauda Longa;Suporte
37544;D'PASOTTO JOIAS;Setup;Cauda Longa;Suporte
37955;TORANI CALCADOS;Setup;Cauda Longa;Suporte
38319;Portal Moda e Estilo;Setup;Cauda Longa;Suporte
38471;Rentwall;Setup;Cauda Longa;Suporte
38479;Martins Colchoes;Setup;Cauda Longa;Suporte
38489;EAIMPORTS COMERCIO;Setup;Cauda Longa;Suporte
38496;CASA JD;Setup;Cauda Longa;Suporte
38523;MII PLACE;Setup;Cauda Longa;Suporte
38556;D&F PEÇAS E ACESSÓRIOS;Setup;Cauda Longa;Suporte
38796;SANTINO;Setup;Cauda Longa;Suporte
38978;Z8ELETRONICOS;Setup;Cauda Longa;Suporte
39147;JVS Artigos de Vestuario;Setup;Cauda Longa;Suporte
36784;Net Móveis;Setup;Cauda Longa;Suporte
37014;Ibox;Setup;Cauda Longa;Suporte
37147;KOMBIGODE STORE;Setup;Cauda Longa;Suporte
37295;RJ EPI EQUIPAMENTOS DE PROTEÇÃO;Setup;Cauda Longa;Suporte
37476;Pesca Pinheiros;Setup;Cauda Longa;Suporte
37682;TERAC FORROS E ISOLAMENTOS;Setup;Cauda Longa;Suporte
37700;WHYPETZ;Setup;Cauda Longa;Suporte
37712;CORPO E SUPLEMENTO;Setup;Cauda Longa;Suporte
37732;Midgard Toys;Setup;Cauda Longa;Suporte
37810;Mundo Peças Auto;Setup;Cauda Longa;Suporte
37953;ALE FOODS;Setup;Cauda Longa;Suporte
38316;Erifarma;Setup;Cauda Longa;Suporte
38322;Trama Original Loja;Setup;Cauda Longa;Suporte
38336;Motofer;Setup;Cauda Longa;Suporte
38935;STYLE SHAPE;Setup;Cauda Longa;Suporte
38964;SUBLIMACAO BLUMENAU;Setup;Cauda Longa;Suporte
38967;ESPORTIMAR;Setup;Cauda Longa;Suporte
38968;JR PRODUTOS DE BELEZA;Setup;Cauda Longa;Suporte
39145;RL1 VARIEDADES;Setup;Cauda Longa;Suporte
39146;BETTERS BRANDS STORE;Setup;Cauda Longa;Suporte
39395;JM CAMAS;Setup;Cauda Longa;Suporte
37505;BIG BABY STORE;Setup;Cauda Longa;Suporte
37832;ALPHAMARE;Setup;Cauda Longa;Suporte
37861;POP COSMÉTICOS;Setup;Cauda Longa;Suporte
38240;MAGAZINE 300;Setup;Cauda Longa;Suporte
39399;NT WOOD LINE;Setup;Cauda Longa;Suporte
32474;MEGADESTEC;Setup;Cauda Longa;Suporte
36739;Tango music;Setup;Cauda Longa;Suporte
36741;UZ GAMES OFICIAL;Setup;Cauda Longa;Suporte
37674;LUMIERE ILUMINAÇÃO;Setup;Cauda Longa;Suporte
37709;Ponte Nova Eletrônicos;Setup;Cauda Longa;Suporte
38957;LITEE FARMA DO BRASIL;Setup;Cauda Longa;Suporte
38969;ESCADA E SEGURANCA;Setup;Cauda Longa;Suporte
38972;AMVC LAR E LAZER;Setup;Cauda Longa;Suporte
39454;DECORE PAPEL DE PAREDE;Setup;Cauda Longa;Suporte
39458;Pinoquio Decor;Setup;Cauda Longa;Suporte
39459;DELE & DELA STORE;Setup;Cauda Longa;Suporte
37777;Outlet do Brás;Setup;Cauda Longa;Suporte
37967;Shopertino;Setup;Cauda Longa;Suporte
39223;Kakotoys;Setup;Cauda Longa;Suporte
39437;CH Bike Shop;Setup;Cauda Longa;Suporte
39449;Baralhos Online;Setup;Cauda Longa;Suporte
33490;CONFFEK;Setup;Cauda Longa;Suporte
36977;Ziiip;Setup;Cauda Longa;Suporte
37696;TRADE PRO SHOP;Setup;Cauda Longa;Suporte
37831;AMOR LINDO;Setup;Cauda Longa;Suporte
38223;VITS;Setup;Cauda Longa;Suporte
38555;Mundo Fitness Eletronics;Setup;Cauda Longa;Suporte
38974;SOLUCASA;Setup;Cauda Longa;Suporte
39156;FAST MEGA ELETRONICOS;Setup;Cauda Longa;Suporte
39161;LShop ECOMMERCE;Setup;Cauda Longa;Suporte
39221;MENU MOVEIS;Setup;Cauda Longa;Suporte
39228;ALTA SAUDE;Setup;Cauda Longa;Suporte
39329;STILO ELETRO;Setup;Cauda Longa;Suporte
39388;KALUNDU KIDS;Setup;Cauda Longa;Suporte
39431;CIA SUPLEMENTOS;Setup;Cauda Longa;Suporte
39495;Native Comércio;Setup;Cauda Longa;Suporte
39496;IF CAMISETAS;Setup;Cauda Longa;Suporte
39827;Multilojas Brasil;Setup;Cauda Longa;Suporte
39834;MARCELO WATCH;Setup;Cauda Longa;Suporte
39860;GRUPO JK;Setup;Cauda Longa;Suporte
39900;RIGITECH INSTRUMENTACAO;Setup;Cauda Longa;Suporte
39904;FSINFORMATICA;Setup;Cauda Longa;Suporte
39918;MADAME YO;Setup;Cauda Longa;Suporte
40032;CIA DOS FILTROS;Setup;Cauda Longa;Suporte
40284;ELLO COMERCIO;Setup;Cauda Longa;Suporte
40298;RELOJOARIA DO PEIXINHO;Setup;Cauda Longa;Suporte
40302;LOJA ESOTERICA LUA NEGRA;Setup;Cauda Longa;Suporte
40324;BCMED LOJA;Setup;Cauda Longa;Suporte
39159;GeekSide Presentes;Setup;Cauda Longa;Suporte
39167;VCB ALUMINIO;Setup;Cauda Longa;Suporte
37253;SELVA E MAR;Setup;Cauda Longa;Suporte
37707;BELLUCY MODAS;Setup;Cauda Longa;Suporte
37724;NOT ME;Setup;Cauda Longa;Suporte
37805;MÓVEIS UNE;Setup;Cauda Longa;Suporte
37933;HADRIUS;Setup;Cauda Longa;Suporte
39244;PATIO E COR;Setup;Cauda Longa;Suporte
39832;PART.B;Setup;Cauda Longa;Suporte
39889;MAIS ARRETADO;Setup;Cauda Longa;Suporte
39899;RW BORRACHAS MANGUEIRAS E CONEXOES;Setup;Cauda Longa;Suporte
40207;NECTAR STORE;Setup;Cauda Longa;Suporte
40294;8 COMERCIAL E ASSESSORIA;Setup;Cauda Longa;Suporte
40307;STELLARE SEMIJOIAS E ACESSORIOS;Setup;Cauda Longa;Suporte
37824;Baby Care Store;Setup;Cauda Longa;Suporte
38492;LEGENDER COFFEES;Setup;Cauda Longa;Suporte
39232;XBios Marketplace;Setup;Cauda Longa;Suporte
40231;STUFF PRODUTOS;Setup;Cauda Longa;Suporte
40278;C-JAU;Setup;Cauda Longa;Suporte
40286;LIFEX NUTRITION;Setup;Cauda Longa;Suporte
40292;CWB IMPORTS;Setup;Cauda Longa;Suporte
40301;CESTAPLUS;Setup;Cauda Longa;Suporte
40306;Loja Gazzine;Setup;Cauda Longa;Suporte
40308;DESIGN 3D BOARD REVESTIMENTO;Setup;Cauda Longa;Suporte
32599;PLUGMASTER;Setup;Cauda Longa;Suporte
37646;AMOLIB;Setup;Cauda Longa;Suporte
38227;ELEGANCY DESIGN LOJA;Setup;Cauda Longa;Suporte
38514;BURACO DE MINHOCA LOJA;Setup;Cauda Longa;Suporte
38934;DUBABOX;Setup;Cauda Longa;Suporte
38965;Beauty Shop 10;Setup;Cauda Longa;Suporte
40206;SMART ILUMINAÇÃO;Setup;Cauda Longa;Suporte
40291;Universo Cultural;Setup;Cauda Longa;Suporte
36633;GPC SOLUCOES;Setup;Cauda Longa;Suporte
37735;IDEALE CASA;Setup;Cauda Longa;Suporte
37804;CASINHA JOIA;Setup;Cauda Longa;Suporte
37854;ECOTANK TONER;Setup;Cauda Longa;Suporte
37919;Fábrica 12;Setup;Cauda Longa;Suporte
37927;Loucas Por Salto Alto;Setup;Cauda Longa;Suporte
38501;TOP BELLAS PRESENTES;Setup;Cauda Longa;Suporte
38989;UNIVERSAT;Setup;Cauda Longa;Suporte
39246;PRIME SERVICOS;Setup;Cauda Longa;Suporte
39494;MIXSO;Setup;Cauda Longa;Suporte
39625;MAMI BRINQUEDOS;Setup;Cauda Longa;Suporte
40118;TROP GAMES;Setup;Cauda Longa;Suporte
40169;KALOAI;Setup;Cauda Longa;Suporte
40170;RAMOS BRINDES;Setup;Cauda Longa;Suporte
40199;ATUAL SHOP;Setup;Cauda Longa;Suporte
40209;GENUINOS;Setup;Cauda Longa;Suporte
40281;LARA HOME;Setup;Cauda Longa;Suporte
40283;HIPPERCOMMERCE;Setup;Cauda Longa;Suporte
40296;Afermix;Setup;Cauda Longa;Suporte
40884;PE DE MEIA;Setup;Cauda Longa;Suporte
40891;BUMPER MAGAZINE;Setup;Cauda Longa;Suporte
40896;ROSELIARTLUZ;Setup;Cauda Longa;Suporte
37720;ACESSORIOS NO VAREJO;Setup;Cauda Longa;Suporte
37749;MRR Store;Setup;Cauda Longa;Suporte
37871;TWO DOGS LOJA;Setup;Cauda Longa;Suporte
37957;QUINTAL DO BEBE;Setup;Cauda Longa;Suporte
38475;Aneesa;Setup;Cauda Longa;Suporte
39440;CACHACARIA BRASILEIRA;Setup;Cauda Longa;Suporte
40001;Henkell Freixenet;Setup;Cauda Longa;Suporte
40160;CELIANA SHOES;Setup;Cauda Longa;Suporte
40192;MICROMEGA;Setup;Cauda Longa;Suporte
40293;Hipervenda;Setup;Cauda Longa;Suporte
40893;Pherfumaria;Setup;Cauda Longa;Suporte
41615;Natural One;Setup;Cauda Longa;Suporte
37858;VEJA CALÇADOS;Setup;Cauda Longa;Suporte
37941;ARTE DE AMAR PRESENTES;Setup;Cauda Longa;Suporte
39185;CARLINHOS IMPORTS;Setup;Cauda Longa;Suporte
39417;COLCHÕES SERRA;Setup;Cauda Longa;Suporte
39491;CONFORTO DE BEBE;Setup;Cauda Longa;Suporte
39994;Loja Softys;Setup;Cauda Longa;Suporte
40055;EMPORIUM FRATELL;Setup;Cauda Longa;Suporte
41013;NOSI;Setup;Cauda Longa;Suporte
41247;LOJA DA RAPUNZEL;Setup;Cauda Longa;Suporte
37618;Loja Sebem;Setup;Cauda Longa;Suporte
38559;ALBIZIA CASTELANO;Setup;Cauda Longa;Suporte
39153;LUZ SHOPPING;Setup;Cauda Longa;Suporte
39245;SHOPPING BISTRÔ;Setup;Cauda Longa;Suporte
39493;JOYMIMA;Setup;Cauda Longa;Suporte
39624;Elegancia Baby;Setup;Cauda Longa;Suporte
39629;2RIOS;Setup;Cauda Longa;Suporte
39852;C E SHIROMOTO;Setup;Cauda Longa;Suporte
39858;GNV Shop;Setup;Cauda Longa;Suporte
39888;HIPER MAQUINAS E FERRAMENTAS;Setup;Cauda Longa;Suporte
40175;BELLA HAIR;Setup;Cauda Longa;Suporte
40255;ENGENHA KIDS;Setup;Cauda Longa;Suporte
40295;ATIVO NATURAL;Setup;Cauda Longa;Suporte
40804;ARTE SEDUCAO;Setup;Cauda Longa;Suporte
40806;CKF STORE;Setup;Cauda Longa;Suporte
40810;Dunne It;Setup;Cauda Longa;Suporte
40811;SOLAR SUPRIMENTOS;Setup;Cauda Longa;Suporte
40817;NEGOCIO FECHADO FAST;Setup;Cauda Longa;Suporte
40833;BLACK PARTS;Setup;Cauda Longa;Suporte
40879;LLHESHOP;Setup;Cauda Longa;Suporte
41085;CASAFILTRO LOJA;Setup;Cauda Longa;Suporte
41139;Feel Happy Cosmeticos;Setup;Cauda Longa;Suporte
41141;ADEMILTON FERREIRA;Setup;Cauda Longa;Suporte
41216;MICROWARE;Setup;Cauda Longa;Suporte
41330;Irexmobile;Setup;Cauda Longa;Suporte
41598;PRINCIPE E PRINCESA;Setup;Cauda Longa;Suporte
41657;FOXMOTOSHOP;Setup;Cauda Longa;Suporte
41932;BIG FISHING;Setup;Cauda Longa;Suporte
37621;KAZU MOTOS;Setup;Cauda Longa;Suporte
38314;FreeCô Loja;Setup;Cauda Longa;Suporte
38987;PRB DISTRIBUIDORA;Setup;Cauda Longa;Suporte
39423;BRASA STORE;Setup;Cauda Longa;Suporte
40277;UNI BABY;Setup;Cauda Longa;Suporte
40990;MOLDUCLASS;Setup;Cauda Longa;Suporte
41099;NAYAN MIX LOJA;Setup;Cauda Longa;Suporte
41359;ITACOM;Setup;Cauda Longa;Suporte
41364;CASAGRANDE PET SHOP;Setup;Cauda Longa;Suporte
41922;JC PRESENTES FINOS;Setup;Cauda Longa;Suporte
41936;LED CASA;Setup;Cauda Longa;Suporte
37884;Sabor das Índias;Setup;Cauda Longa;Suporte
41227;FINÓKA CENTER;Setup;Cauda Longa;Suporte
41233;AUTO SCAN;Setup;Cauda Longa;Suporte
38225;GUARÁ MÓVEIS;Setup;Cauda Longa;Suporte
40830;IMPEX;Setup;Cauda Longa;Suporte
34262;GOOSE GUARDIAN;Setup;Cauda Longa;Suporte
37920;BRINQUETOYS;Setup;Cauda Longa;Suporte
37921;FIMEX LOJA;Setup;Cauda Longa;Suporte
38277;DY FRAGRANCIAS;Setup;Cauda Longa;Suporte
38790;SAMSUNG;Setup;Cauda Longa;Suporte
38976;TUDO NO BAZAR;Setup;Cauda Longa;Suporte
39233;AMPLII;Setup;Cauda Longa;Suporte
40039;ANA ALINE SUPLEMENTOS;Setup;Cauda Longa;Suporte
40122;RED Virtual;Setup;Cauda Longa;Suporte
40195;PLANETA DOS MOVEIS;Setup;Cauda Longa;Suporte
40892;É TUDO BARATO;Setup;Cauda Longa;Suporte
40988;TELINTEC TECNOLOGIA;Setup;Cauda Longa;Suporte
41094;Wave Comercial;Setup;Cauda Longa;Suporte
41201;Diofef;Setup;Cauda Longa;Suporte
41352;INSTITUTO BENEFICENTE BOA NOVA;Setup;Cauda Longa;Suporte
41753;MIX MEGA ELETRONICOS;Setup;Cauda Longa;Suporte
41849;LIVRARIA BEREANOS;Setup;Cauda Longa;Suporte
41933;KOSTURA LOPES;Setup;Cauda Longa;Suporte
42013;FUSAO GEEK;Setup;Cauda Longa;Suporte
42016;PEZÃO;Setup;Cauda Longa;Suporte
42026;WS DECORACOES;Setup;Cauda Longa;Suporte
42031;MNSS COMERCIO DE COSMETICOS;Setup;Cauda Longa;Suporte
42037;MS MELO COMERCIAL;Setup;Cauda Longa;Suporte
42825;SKY;Setup;Cauda Longa;Suporte
34832;Casa das Termicas;Setup;Cauda Longa;Suporte
36239;FERPAM;Setup;Cauda Longa;Suporte
36944;AMA BABY;Setup;Cauda Longa;Suporte
37889;JHAMMA PERCUSSÕES;Setup;Cauda Longa;Suporte
38320;ANEXO SHOP;Setup;Cauda Longa;Suporte
40058;CAÇHACA CARIOCA;Setup;Cauda Longa;Suporte
40068;TECHSOUND;Setup;Cauda Longa;Suporte
40213;DY AUTO PARTS;Setup;Cauda Longa;Suporte
40253;4TAKES;Setup;Cauda Longa;Suporte
40326;BRAZILKARIOCA LOJA;Setup;Cauda Longa;Suporte
40885;Loja AZN;Setup;Cauda Longa;Suporte
40902;MOVIZ;Setup;Cauda Longa;Suporte
40905;GUSTO CAFE;Setup;Cauda Longa;Suporte
40909;JN ARTES RUSTICAS;Setup;Cauda Longa;Suporte
40940;SOL AZUL;Setup;Cauda Longa;Suporte
41011;KANTONAH;Setup;Cauda Longa;Suporte
41083;Medisa Produtos Médicos e Ortopédicos;Setup;Cauda Longa;Suporte
41084;MH NUTRITION SPORT CENTER;Setup;Cauda Longa;Suporte
41140;DECORADEIRA;Setup;Cauda Longa;Suporte
41219;DAFEMA FERRAMENTAS;Setup;Cauda Longa;Suporte
41272;O FIGURINHA;Setup;Cauda Longa;Suporte
41365;LIVE SPORTS;Setup;Cauda Longa;Suporte
41405;CALÇADOS SONIA;Setup;Cauda Longa;Suporte
41594;AMOR DE MAKE;Setup;Cauda Longa;Suporte
41670;RAMOS E COPINI AUTO PECAS;Setup;Cauda Longa;Suporte
41687;MI SOLUCOES EM ELETRONICOS;Setup;Cauda Longa;Suporte
42019;LOJA NR;Setup;Cauda Longa;Suporte
42029;VIA ROMA;Setup;Cauda Longa;Suporte
42032;TRADING CELLENA;Setup;Cauda Longa;Suporte
36974;Tudo Smartwatch;Setup;Cauda Longa;Suporte
37655;HPLACE;Setup;Cauda Longa;Suporte
37656;LOUCOS POR FIVELAS;Setup;Cauda Longa;Suporte
38497;COMFORT PRIME COMÉRCIO;Setup;Cauda Longa;Suporte
39240;OLIVAR MÓVEIS;Setup;Cauda Longa;Suporte
40111;RV DESIGN;Setup;Cauda Longa;Suporte
40113;Chamativa Cosmeticos;Setup;Cauda Longa;Suporte
40115;ADONAI ESTOFADOS;Setup;Cauda Longa;Suporte
40233;SATURNO DIGITAL;Setup;Cauda Longa;Suporte
40264;STOP JUNIOR JEANS;Setup;Cauda Longa;Suporte
41068;JANGUITO SANTO ANDRE;Setup;Cauda Longa;Suporte
41093;AMBIENZZI;Setup;Cauda Longa;Suporte
41329;MOVEIS BRASIL;Setup;Cauda Longa;Suporte
41353;RML INFORMATICA;Setup;Cauda Longa;Suporte
42035;BRINQUEDOS YORK;Setup;Cauda Longa;Suporte
42035;BRINQUEDOS YORK;Setup;Cauda Longa;Suporte
34434;MERCANTIL BELESKI;Setup;Cauda Longa;Suporte
37417;KADOSH TECNOLOGIA;Setup;Cauda Longa;Suporte
37714;B&B Bazar Comercio;Setup;Cauda Longa;Suporte
37909;MAXBRANDS;Setup;Cauda Longa;Suporte
38258;Otago Decor;Setup;Cauda Longa;Suporte
38570;CASA DOS MUNDOS;Setup;Cauda Longa;Suporte
38933;AUTUS COMERCIAL DISTRIBUIDORA;Setup;Cauda Longa;Suporte
39172;COMERCIAL MAXX;Setup;Cauda Longa;Suporte
39846;CASA E CONFORTO;Setup;Cauda Longa;Suporte
39855;Steel Forms;Setup;Cauda Longa;Suporte
40065;Nosso Mercado;Setup;Cauda Longa;Suporte
40228;Palacio das Crianças;Setup;Cauda Longa;Suporte
40323;WEBSIZE COMMERCE;Setup;Cauda Longa;Suporte
40809;LE NIDO;Setup;Cauda Longa;Suporte
40822;TUBMUSIC;Setup;Cauda Longa;Suporte
40831;LJMIX VARIEDADES;Setup;Cauda Longa;Suporte
40920;AMOR DE CASA;Setup;Cauda Longa;Suporte
41014;WEBTAPETE;Setup;Cauda Longa;Suporte
41124;PLAY FILTROS;Setup;Cauda Longa;Suporte
41125;SUPPLEVITAMINS;Setup;Cauda Longa;Suporte
41132;FGM Eletrônicos;Setup;Cauda Longa;Suporte
41133;Empresa Brasil de Revistas;Setup;Cauda Longa;Suporte
41148;CASA KONDER;Setup;Cauda Longa;Suporte
41202;SCARCELLI;Setup;Cauda Longa;Suporte
41260;QIBOX;Setup;Cauda Longa;Suporte
41279;TORQUE ONLINE;Setup;Cauda Longa;Suporte
41357;UFFICIO COPIA;Setup;Cauda Longa;Suporte
41654;EMPORIO DO CUMPADRE;Setup;Cauda Longa;Suporte
41845;WORLD ELETRONICOS;Setup;Cauda Longa;Suporte
41855;DENTAL MAIS;Setup;Cauda Longa;Suporte
33458;Lar do Marceneiro;Setup;Cauda Longa;Suporte
36692;REDE SULFABRICAS;Setup;Cauda Longa;Suporte
37431;Lojas Casa Mania;Setup;Cauda Longa;Suporte
37550;Porto dos Móveis;Setup;Cauda Longa;Suporte
37603;HORIZONTE MOTOS E BIKES;Setup;Cauda Longa;Suporte
38495;PARRA COUROS;Setup;Cauda Longa;Suporte
39169;LETS GROW;Setup;Cauda Longa;Suporte
39248;COMERCIAL SD;Setup;Cauda Longa;Suporte
39425;BLUE FISH AQUARIOS;Setup;Cauda Longa;Suporte
39843;Lautz Materiais para Acupuntura;Setup;Cauda Longa;Suporte
39850;ARMAZÉM CEREALISTA LOJA;Setup;Cauda Longa;Suporte
39881;ArtC Calcados;Setup;Cauda Longa;Suporte
39901;ART ILUMINACAO;Setup;Cauda Longa;Suporte
40028;PICHAU LOJA;Setup;Cauda Longa;Suporte
40182;ORGANNICA;Setup;Cauda Longa;Suporte
40189;Variedades BH;Setup;Cauda Longa;Suporte
40193;MOVEIS CARS;Setup;Cauda Longa;Suporte
40208;PRONTO HOSPITALAR;Setup;Cauda Longa;Suporte
40212;MAXPLUS COMERCIAL;Setup;Cauda Longa;Suporte
40279;LUTCAR ACESSORIOS;Setup;Cauda Longa;Suporte
40923;PRIME TÊXTIL;Setup;Cauda Longa;Suporte
40930;DOAN METAIS;Setup;Cauda Longa;Suporte
40931;CABELOS LANGE;Setup;Cauda Longa;Suporte
40932;Detalhes Pequenos;Setup;Cauda Longa;Suporte
41074;ON CUBE;Setup;Cauda Longa;Suporte
41086;MINEIRAO SHOP CAR;Setup;Cauda Longa;Suporte
41097;MEU.COM;Setup;Cauda Longa;Suporte
41103;Quadris Mobilitys;Setup;Cauda Longa;Suporte
41144;Zaka Shop;Setup;Cauda Longa;Suporte
41229;IMPORTPRIME;Setup;Cauda Longa;Suporte
41241;CAFFEZIN;Setup;Cauda Longa;Suporte
41245;COMERCIO DIGITAL MERCADO VAREJO;Setup;Cauda Longa;Suporte
41261;CAIXOTIN MÓVEIS;Setup;Cauda Longa;Suporte
41263;TIVASS;Setup;Cauda Longa;Suporte
41897;FAMILIA VET;Setup;Cauda Longa;Suporte
41899;123SMART COMERCIO E SERVICOS;Setup;Cauda Longa;Suporte
41929;D AÇO JOIAS;Setup;Cauda Longa;Suporte
41935;CLICK DA MODA RP;Setup;Cauda Longa;Suporte
42008;ALPHASTART SOLUCOES DIGITAIS;Setup;Cauda Longa;Suporte
42010;CELULAR 10;Setup;Cauda Longa;Suporte
35895;Novo Habito;Setup;Cauda Longa;Suporte
